time,errors,qty_req,n_clients,nthreads,cap_queue,test_index
19869039,0,100,8,4,1000,3
21031006,0,100,8,4,1000,4
21283313,0,100,8,4,1000,5
21232956,0,100,8,4,1000,6
22468353,0,100,8,4,1000,7
22333808,0,100,8,4,1000,8
21045954,0,100,8,4,1000,9
2165580,0,10,12,6,1000,0
2172799,0,10,12,6,1000,1
2139497,0,10,12,6,1000,2
2163872,0,10,12,6,1000,3
2171413,0,10,12,6,1000,4
2150369,0,10,12,6,1000,5
2166820,0,10,12,6,1000,6
2181522,0,10,12,6,1000,7
2177381,0,10,12,6,1000,8
2177846,0,10,12,6,1000,9
10828369,0,50,12,6,1000,0
11022337,0,50,12,6,1000,1
11120370,0,50,12,6,1000,2
10916248,0,50,12,6,1000,3
10945372,0,50,12,6,1000,4
10588291,0,50,12,6,1000,5
10637353,0,50,12,6,1000,6
10331570,0,50,12,6,1000,7
10370804,0,50,12,6,1000,8
10871746,0,50,12,6,1000,9
21377032,0,100,12,6,1000,0
21890425,0,100,12,6,1000,1
22316428,0,100,12,6,1000,2
21919474,0,100,12,6,1000,3
21727978,0,100,12,6,1000,4
21975165,0,100,12,6,1000,5
21909418,0,100,12,6,1000,6
21819465,0,100,12,6,1000,7
22098484,0,100,12,6,1000,8
22765507,0,100,12,6,1000,9
2197476,0,10,16,8,1000,0
2192828,0,10,16,8,1000,1
2234230,0,10,16,8,1000,2
2230309,0,10,16,8,1000,3
2246081,0,10,16,8,1000,4
2166603,0,10,16,8,1000,5
2262788,0,10,16,8,1000,6
2216264,0,10,16,8,1000,7
2238644,0,10,16,8,1000,8
2243071,0,10,16,8,1000,9
11205924,0,50,16,8,1000,0
11143307,0,50,16,8,1000,1
11006385,0,50,16,8,1000,2
11045589,0,50,16,8,1000,3
10988529,0,50,16,8,1000,4
11152341,0,50,16,8,1000,5
11289469,0,50,16,8,1000,6
11136948,0,50,16,8,1000,7
11063522,0,50,16,8,1000,8
11073151,0,50,16,8,1000,9
22265613,0,100,16,8,1000,0
22383665,0,100,16,8,1000,1
22246078,0,100,16,8,1000,2
22103308,0,100,16,8,1000,3
22748977,0,100,16,8,1000,4
22201354,0,100,16,8,1000,5
22505162,0,100,16,8,1000,6
22692129,0,100,16,8,1000,7
22751224,0,100,16,8,1000,8
22584589,0,100,16,8,1000,9
2102218,0,10,20,10,1000,0
822627,112,10,20,10,1000,1
ERRO! <urlopen error [Errno 111] Connection refused>
,1000,2
ERRO! <urlopen error [Errno 111] Connection refused>
,1000,3
ERRO! <urlopen error [Errno 111] Connection refused>
,1000,4
ERRO! <urlopen error [Errno 111] Connection refused>
,1000,5
ERRO! <urlopen error [Errno 111] Connection refused>
,1000,6
ERRO! <urlopen error [Errno 111] Connection refused>
,1000,7
ERRO! <urlopen error [Errno 111] Connection refused>
,1000,8
ERRO! <urlopen error [Errno 111] Connection refused>
,1000,9
ERRO! <urlopen error [Errno 111] Connection refused>
,1000,0
ERRO! <urlopen error [Errno 111] Connection refused>
,1000,1
ERRO! <urlopen error [Errno 111] Connection refused>
,1000,2
ERRO! <urlopen error [Errno 111] Connection refused>
,1000,3
ERRO! <urlopen error [Errno 111] Connection refused>
,1000,4
ERRO! <urlopen error [Errno 111] Connection refused>
,1000,5
ERRO! <urlopen error [Errno 111] Connection refused>
,1000,6
ERRO! <urlopen error [Errno 111] Connection refused>
,1000,7
ERRO! <urlopen error [Errno 111] Connection refused>
,1000,8
ERRO! <urlopen error [Errno 111] Connection refused>
,1000,9
ERRO! <urlopen error [Errno 111] Connection refused>
,1000,0
ERRO! <urlopen error [Errno 111] Connection refused>
,1000,1
ERRO! <urlopen error [Errno 111] Connection refused>
,1000,2
ERRO! <urlopen error [Errno 111] Connection refused>
,1000,3
ERRO! <urlopen error [Errno 111] Connection refused>
,1000,4
ERRO! <urlopen error [Errno 111] Connection refused>
,1000,5
ERRO! <urlopen error [Errno 111] Connection refused>
,1000,6
ERRO! <urlopen error [Errno 111] Connection refused>
,1000,7
ERRO! <urlopen error [Errno 111] Connection refused>
,1000,8
ERRO! <urlopen error [Errno 111] Connection refused>
,1000,9
2176723,0,10,24,12,1000,0
2200622,0,10,24,12,1000,1
2193998,0,10,24,12,1000,2
2210661,0,10,24,12,1000,3
2314949,0,10,24,12,1000,4
2256904,0,10,24,12,1000,5
2316162,0,10,24,12,1000,6
2187805,0,10,24,12,1000,7
2261161,0,10,24,12,1000,8
2196687,0,10,24,12,1000,9
11323549,0,50,24,12,1000,0
11182917,0,50,24,12,1000,1
11196986,0,50,24,12,1000,2
11140606,0,50,24,12,1000,3
11186461,0,50,24,12,1000,4
11106769,0,50,24,12,1000,5
11401052,0,50,24,12,1000,6
11380362,0,50,24,12,1000,7
11413482,0,50,24,12,1000,8
11211861,0,50,24,12,1000,9
22223824,0,100,24,12,1000,0
22505135,0,100,24,12,1000,1
22348536,0,100,24,12,1000,2
22046659,0,100,24,12,1000,3
22957272,0,100,24,12,1000,4
22069508,0,100,24,12,1000,5
22647727,0,100,24,12,1000,6
22632646,0,100,24,12,1000,7
22372978,0,100,24,12,1000,8
22401446,0,100,24,12,1000,9
2391482,0,10,32,16,1000,0
2414952,0,10,32,16,1000,1
2405106,0,10,32,16,1000,2
2439357,0,10,32,16,1000,3
2377170,0,10,32,16,1000,4
2499212,0,10,32,16,1000,5
2470267,0,10,32,16,1000,6
2544878,0,10,32,16,1000,7
2519150,0,10,32,16,1000,8
2454455,0,10,32,16,1000,9
12293763,0,50,32,16,1000,0
12219481,0,50,32,16,1000,1
12146106,0,50,32,16,1000,2
11974223,0,50,32,16,1000,3
11508421,0,50,32,16,1000,4
11824394,0,50,32,16,1000,5
12116103,0,50,32,16,1000,6
11988925,0,50,32,16,1000,7
12080627,0,50,32,16,1000,8
12166863,0,50,32,16,1000,9
23908990,0,100,32,16,1000,0
23679257,0,100,32,16,1000,1
23368918,0,100,32,16,1000,2
24275709,0,100,32,16,1000,3
23769111,0,100,32,16,1000,4
23961907,0,100,32,16,1000,5
24267171,0,100,32,16,1000,6
23877173,0,100,32,16,1000,7
23828985,0,100,32,16,1000,8
24028854,0,100,32,16,1000,9
2423901,0,10,40,20,1000,0
2396408,0,10,40,20,1000,1
2309156,0,10,40,20,1000,2
2162791,0,10,40,20,1000,3
2262054,0,10,40,20,1000,4
2703168,0,10,40,20,1000,5
2226022,0,10,40,20,1000,6
2304133,0,10,40,20,1000,7
2255297,0,10,40,20,1000,8
2295359,0,10,40,20,1000,9
11671836,0,50,40,20,1000,0
11929568,0,50,40,20,1000,1
12268755,0,50,40,20,1000,2
11811749,0,50,40,20,1000,3
12025815,0,50,40,20,1000,4
11771840,0,50,40,20,1000,5
12053698,0,50,40,20,1000,6
12395693,0,50,40,20,1000,7
12239423,0,50,40,20,1000,8
11978341,0,50,40,20,1000,9
24078324,0,100,40,20,1000,0
24388384,0,100,40,20,1000,1
24517675,0,100,40,20,1000,2
24420785,0,100,40,20,1000,3
24851675,0,100,40,20,1000,4
24458829,0,100,40,20,1000,5
23932770,0,100,40,20,1000,6
24395955,0,100,40,20,1000,7
24482340,0,100,40,20,1000,8
24246760,0,100,40,20,1000,9
2322454,0,10,48,24,1000,0
2289556,0,10,48,24,1000,1
2283376,0,10,48,24,1000,2
2344578,0,10,48,24,1000,3
2224237,0,10,48,24,1000,4
2248904,0,10,48,24,1000,5
2176945,0,10,48,24,1000,6
2183180,0,10,48,24,1000,7
2258021,0,10,48,24,1000,8
2248760,0,10,48,24,1000,9
11361157,0,50,48,24,1000,0
11399996,0,50,48,24,1000,1
11347331,0,50,48,24,1000,2
11315294,0,50,48,24,1000,3
11502289,0,50,48,24,1000,4
11477735,0,50,48,24,1000,5
11323922,0,50,48,24,1000,6
11286857,0,50,48,24,1000,7
11259075,0,50,48,24,1000,8
11374868,0,50,48,24,1000,9
22849229,0,100,48,24,1000,0
22590903,0,100,48,24,1000,1
22447992,0,100,48,24,1000,2
22806312,0,100,48,24,1000,3
22875159,0,100,48,24,1000,4
22683557,0,100,48,24,1000,5
22973149,0,100,48,24,1000,6
22914205,0,100,48,24,1000,7
23045915,0,100,48,24,1000,8
23205623,0,100,48,24,1000,9
2233389,0,10,56,28,1000,0
2193305,0,10,56,28,1000,1
2243422,0,10,56,28,1000,2
2216758,0,10,56,28,1000,3
2265065,0,10,56,28,1000,4
2274501,0,10,56,28,1000,5
2273118,0,10,56,28,1000,6
2293017,0,10,56,28,1000,7
2264211,0,10,56,28,1000,8
2256952,0,10,56,28,1000,9
11108697,0,50,56,28,1000,0
10911589,0,50,56,28,1000,1
11177111,0,50,56,28,1000,2
11338271,0,50,56,28,1000,3
11413158,0,50,56,28,1000,4
11435523,0,50,56,28,1000,5
11320657,0,50,56,28,1000,6
11446109,0,50,56,28,1000,7
11328835,0,50,56,28,1000,8
11766803,0,50,56,28,1000,9
22523383,0,100,56,28,1000,0
22965269,0,100,56,28,1000,1
22843009,0,100,56,28,1000,2
22314317,0,100,56,28,1000,3
22564904,0,100,56,28,1000,4
23137434,0,100,56,28,1000,5
22810348,0,100,56,28,1000,6
22519286,0,100,56,28,1000,7
22679994,0,100,56,28,1000,8
22026455,0,100,56,28,1000,9
2483300,0,10,64,32,1000,0
2480543,0,10,64,32,1000,1
2430461,0,10,64,32,1000,2
2467807,0,10,64,32,1000,3
2422940,0,10,64,32,1000,4
2400013,0,10,64,32,1000,5
2363117,0,10,64,32,1000,6
2360352,0,10,64,32,1000,7
2394514,0,10,64,32,1000,8
2387007,0,10,64,32,1000,9
11962069,0,50,64,32,1000,0
12424739,0,50,64,32,1000,1
12316196,0,50,64,32,1000,2
12136895,0,50,64,32,1000,3
12243564,0,50,64,32,1000,4
12295664,0,50,64,32,1000,5
12434524,0,50,64,32,1000,6
12635342,0,50,64,32,1000,7
12490411,0,50,64,32,1000,8
12349965,0,50,64,32,1000,9
24593916,0,100,64,32,1000,0
24920983,0,100,64,32,1000,1
24489264,0,100,64,32,1000,2
24713555,0,100,64,32,1000,3
25114596,0,100,64,32,1000,4
24524963,0,100,64,32,1000,5
24905919,0,100,64,32,1000,6
24913627,0,100,64,32,1000,7
24723954,0,100,64,32,1000,8
24687106,0,100,64,32,1000,9
2477613,0,10,80,40,1000,0
2508637,0,10,80,40,1000,1
2472799,0,10,80,40,1000,2
2462363,0,10,80,40,1000,3
2461421,0,10,80,40,1000,4
2732339,0,10,80,40,1000,5
2550304,0,10,80,40,1000,6
2522523,0,10,80,40,1000,7
2478852,0,10,80,40,1000,8
2594466,0,10,80,40,1000,9
12517769,0,50,80,40,1000,0
12674542,0,50,80,40,1000,1
12858421,0,50,80,40,1000,2
12789667,0,50,80,40,1000,3
12653106,0,50,80,40,1000,4
13028324,0,50,80,40,1000,5
12618883,0,50,80,40,1000,6
12188269,0,50,80,40,1000,7
12215380,0,50,80,40,1000,8
12405305,0,50,80,40,1000,9
25514981,0,100,80,40,1000,0
25312468,0,100,80,40,1000,1
25905256,0,100,80,40,1000,2
24783394,0,100,80,40,1000,3
25289239,0,100,80,40,1000,4
24317359,0,100,80,40,1000,5
24984802,0,100,80,40,1000,6
25336200,0,100,80,40,1000,7
24713002,0,100,80,40,1000,8
25665729,0,100,80,40,1000,9
3247200,0,10,96,48,1000,0
3445010,0,10,96,48,1000,1
3245802,0,10,96,48,1000,2
3191149,0,10,96,48,1000,3
3232166,0,10,96,48,1000,4
3100733,0,10,96,48,1000,5
2963178,0,10,96,48,1000,6
3001136,0,10,96,48,1000,7
2987089,0,10,96,48,1000,8
3003153,0,10,96,48,1000,9
14419790,0,50,96,48,1000,0
14620323,0,50,96,48,1000,1
14613084,0,50,96,48,1000,2
14575785,0,50,96,48,1000,3
14283248,0,50,96,48,1000,4
14133224,0,50,96,48,1000,5
14253771,0,50,96,48,1000,6
14270045,0,50,96,48,1000,7
14558735,0,50,96,48,1000,8
14218933,0,50,96,48,1000,9
28602820,0,100,96,48,1000,0
30702019,0,100,96,48,1000,1
28914802,0,100,96,48,1000,2
29959497,0,100,96,48,1000,3
28415270,0,100,96,48,1000,4
28542755,0,100,96,48,1000,5
29115893,0,100,96,48,1000,6
28412260,0,100,96,48,1000,7
29451668,0,100,96,48,1000,8
28825494,0,100,96,48,1000,9
2302893,0,10,112,56,1000,0
2290138,0,10,112,56,1000,1
2236391,0,10,112,56,1000,2
2334386,0,10,112,56,1000,3
2243021,0,10,112,56,1000,4
2247604,0,10,112,56,1000,5
2193983,0,10,112,56,1000,6
2328212,0,10,112,56,1000,7
2273073,0,10,112,56,1000,8
2340143,0,10,112,56,1000,9
11686308,0,50,112,56,1000,0
11454236,0,50,112,56,1000,1
11603125,0,50,112,56,1000,2
11589545,0,50,112,56,1000,3
11427041,0,50,112,56,1000,4
11328917,0,50,112,56,1000,5
11778246,0,50,112,56,1000,6
11507280,0,50,112,56,1000,7
11569450,0,50,112,56,1000,8
11335586,0,50,112,56,1000,9
21791796,0,100,112,56,1000,0
23065756,0,100,112,56,1000,1
23213539,0,100,112,56,1000,2
22975255,0,100,112,56,1000,3
23416610,0,100,112,56,1000,4
23324250,0,100,112,56,1000,5
23167058,0,100,112,56,1000,6
23272733,0,100,112,56,1000,7
22813281,0,100,112,56,1000,8
22895987,0,100,112,56,1000,9
3294555,0,10,128,64,1000,0
3217413,0,10,128,64,1000,1
3193418,0,10,128,64,1000,2
3151019,0,10,128,64,1000,3
3026013,0,10,128,64,1000,4
3092479,0,10,128,64,1000,5
3138643,0,10,128,64,1000,6
3008499,0,10,128,64,1000,7
2992544,0,10,128,64,1000,8
2915800,0,10,128,64,1000,9
14987464,0,50,128,64,1000,0
14929619,0,50,128,64,1000,1
15660197,0,50,128,64,1000,2
15597473,0,50,128,64,1000,3
15397550,0,50,128,64,1000,4
15451606,0,50,128,64,1000,5
15452208,0,50,128,64,1000,6
15827455,0,50,128,64,1000,7
15432038,0,50,128,64,1000,8
15647118,0,50,128,64,1000,9
31452316,0,100,128,64,1000,0
31010226,0,100,128,64,1000,1
31327473,0,100,128,64,1000,2
31594803,0,100,128,64,1000,3
31131873,0,100,128,64,1000,4
31082421,0,100,128,64,1000,5
30293950,0,100,128,64,1000,6
32122727,0,100,128,64,1000,7
31356110,0,100,128,64,1000,8
31309777,0,100,128,64,1000,9
2737942,0,10,144,72,1000,0
2791397,0,10,144,72,1000,1
2778718,0,10,144,72,1000,2
2749557,0,10,144,72,1000,3
2694296,0,10,144,72,1000,4
2709403,0,10,144,72,1000,5
2700096,0,10,144,72,1000,6
2738078,0,10,144,72,1000,7
2742348,0,10,144,72,1000,8
2705561,0,10,144,72,1000,9
13840196,0,50,144,72,1000,0
14037278,0,50,144,72,1000,1
14283184,0,50,144,72,1000,2
14001480,0,50,144,72,1000,3
14007366,0,50,144,72,1000,4
13789593,0,50,144,72,1000,5
13914428,0,50,144,72,1000,6
14301072,0,50,144,72,1000,7
13905780,0,50,144,72,1000,8
13948109,0,50,144,72,1000,9
27814884,0,100,144,72,1000,0
28580152,0,100,144,72,1000,1
28188553,0,100,144,72,1000,2
28656038,0,100,144,72,1000,3
27947686,0,100,144,72,1000,4
27935216,0,100,144,72,1000,5
28111229,0,100,144,72,1000,6
27483032,0,100,144,72,1000,7
28905046,0,100,144,72,1000,8
28165566,0,100,144,72,1000,9
2423837,0,10,160,80,1000,0
2434204,0,10,160,80,1000,1
2461339,0,10,160,80,1000,2
2451611,0,10,160,80,1000,3
2446013,0,10,160,80,1000,4
2396929,0,10,160,80,1000,5
2448013,0,10,160,80,1000,6
2412472,0,10,160,80,1000,7
2416458,0,10,160,80,1000,8
2416923,0,10,160,80,1000,9
12638412,0,50,160,80,1000,0
12414461,0,50,160,80,1000,1
12388358,0,50,160,80,1000,2
12323767,0,50,160,80,1000,3
12325648,0,50,160,80,1000,4
12526439,0,50,160,80,1000,5
12654217,0,50,160,80,1000,6
12387472,0,50,160,80,1000,7
12445094,0,50,160,80,1000,8
12567607,0,50,160,80,1000,9
25430041,0,100,160,80,1000,0
25157279,0,100,160,80,1000,1
25012973,0,100,160,80,1000,2
25386735,0,100,160,80,1000,3
24620993,0,100,160,80,1000,4
25059326,0,100,160,80,1000,5
25632899,0,100,160,80,1000,6
24948319,0,100,160,80,1000,7
24587440,0,100,160,80,1000,8
25148310,0,100,160,80,1000,9
3949445,0,10,176,88,1000,0
3968139,0,10,176,88,1000,1
3971388,0,10,176,88,1000,2
3839285,0,10,176,88,1000,3
3857436,0,10,176,88,1000,4
3839043,0,10,176,88,1000,5
3885200,0,10,176,88,1000,6
3883710,0,10,176,88,1000,7
3820316,0,10,176,88,1000,8
3815907,0,10,176,88,1000,9
20245183,0,50,176,88,1000,0
19424451,0,50,176,88,1000,1
19432581,0,50,176,88,1000,2
19881146,0,50,176,88,1000,3
19984882,0,50,176,88,1000,4
19892612,0,50,176,88,1000,5
20670818,0,50,176,88,1000,6
21017577,0,50,176,88,1000,7
20035710,0,50,176,88,1000,8
19705080,0,50,176,88,1000,9
39711327,0,100,176,88,1000,0
39665809,0,100,176,88,1000,1
40610525,0,100,176,88,1000,2
40990230,0,100,176,88,1000,3
39551121,0,100,176,88,1000,4
40731904,0,100,176,88,1000,5
39852206,0,100,176,88,1000,6
39832828,0,100,176,88,1000,7
39891634,0,100,176,88,1000,8
39792180,0,100,176,88,1000,9
3846806,0,10,192,96,1000,0
3774698,0,10,192,96,1000,1
3745787,0,10,192,96,1000,2
3756581,0,10,192,96,1000,3
3680036,0,10,192,96,1000,4
3694966,0,10,192,96,1000,5
3762702,0,10,192,96,1000,6
3898566,0,10,192,96,1000,7
3901533,0,10,192,96,1000,8
3802475,0,10,192,96,1000,9
18942636,0,50,192,96,1000,0
18525267,0,50,192,96,1000,1
18531591,0,50,192,96,1000,2
19453242,0,50,192,96,1000,3
18877887,0,50,192,96,1000,4
18947222,0,50,192,96,1000,5
19419745,0,50,192,96,1000,6
19206503,0,50,192,96,1000,7
19142272,0,50,192,96,1000,8
18666167,0,50,192,96,1000,9
39136355,0,100,192,96,1000,0
38654911,0,100,192,96,1000,1
38508675,0,100,192,96,1000,2
38978199,0,100,192,96,1000,3
38712942,0,100,192,96,1000,4
39759881,0,100,192,96,1000,5
37361658,0,100,192,96,1000,6
39049104,0,100,192,96,1000,7
37645862,0,100,192,96,1000,8
38570904,0,100,192,96,1000,9
